Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
22/23,Round 19,14/01/23,Konyaspor,Beşiktaş,1,2,6.81,6.94,4-4-2,4-2-3-1,E. Erentürk; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; K. Michalak; (c) A. Hadžiahmetović; B. Paz; Z. Bytyqi; M. Demir; M. B. Diouf,M. Günok; V. Rosier; Welinton; T. T. Sanuç; A. Masuaku; (c) Souza; R. Saiss; N. Redmond; G. Fernandes; J. Muleka; C. Tosun
22/23,Round 19,14/01/23,Trabzonspor,Başakşehir,1,0,6.93,6.74,4-1-4-1,4-1-4-1,(c) U. Çakır; B. Peres; M. Bartra; S. Denswil; E. Elmalı; M. Siopis; T. Djaniny; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez,V. Babacan; Ö. A. Şahiner; L. Duarte; A. Touba; L. Lima; (c) M. Tekdemir; D. Türüç; Y. Ndayishimiye; B. Özcan; S. Gürler; S. Okaka
22/23,Round 19,15/01/23,Ümraniyespor,İstanbulspor,0,2,6.81,7.19,4-3-3,4-2-3-1,S. Kırıntılı; S. Popov; I. Sackey; (c) T. Glumac; O. Atasayar; S. Göksu; K. K. Yılmaz; A. Mršić; Geraldo; M. U. Nayir; O. Ayık,D. Jensen; D. Duhaney; O. Erdoğan; M. Yeşil; T. D. Aksu; (c) E. Rroca; M. Kabasakal; E. K. Gültekin; J. Topalli; V. Ethemi; E. Eze
22/23,Round 19,15/01/23,Kasımpaşa,Karagümrük,2,2,6.69,6.82,4-1-4-1,4-3-3,E. Canpolat; F. Hadergjonaj; D. Graovac; R. Donk; Y. Özcan; M. Tirpan; M. B. Ouanes; (c) H. Hajradinović; V. Eysseric; A. Engin; S. Bahoken,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; E. Colley; C. Kazim-Richards; (c) F. Borini
22/23,Round 19,15/01/23,Gaziantep,Fenerbahçe,1,2,6.58,6.91,4-4-2,4-4-2,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; H. I. Pehlivan; Á. Sagal; A. Merkel; M. Jevtović; J. Figueiredo; L. Marković; A. Maxim,(c) A. Bayındır; F. Kadıoğlu; S. Akaydın; A. Szalai; E. Alioski; M. H. Yandaş; M. Crespo; Willian Arão; E. Mor; Enner Valencia; M. Batshuayi
22/23,Round 18,07/01/23,Hatayspor,Antalyaspor,0,0,7.01,6.87,4-2-3-1,3-4-1-2,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; R. B. Yılmaz; S. Adekugbe; M. Boudjemaa; R. Aabid; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; B. Yıldırım,M. A. Uysal; (c) V. Sarı; Ö. Toprak; C. Sertel; B. Balcı; Fernando; U. Akyol; G. Vural; Fredy; L. Adriano; H. Wright
22/23,Round 18,07/01/23,Beşiktaş,Kasımpaşa,2,1,6.94,6.73,4-4-2,5-3-2,M. Günok; T. Bingöl; Welinton; T. T. Sanuç; A. Masuaku; N. Redmond; G. Fernandes; S. Uçan; G. N'Koudou; W. Weghorst; (c) C. Tosun,E. Taşkıran; F. Hadergjonaj; D. Graovac; R. Donk; Y. Özcan; M. B. Ouanes; M. Tirpan; A. Kara; V. Eysseric; M. Fall; (c) H. Hajradinović
22/23,Round 18,08/01/23,Karagümrük,Konyaspor,3,3,6.58,6.95,4-3-3,4-2-3-1,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; E. Colley; M. Diagne; (c) F. Borini,E. Erentürk; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; O. Ülgün; (c) A. Hadžiahmetović; A. d. Silva; E. Çekiçi; K. Michalak; M. B. Diouf
22/23,Round 18,08/01/23,Giresunspor,Ümraniyespor,0,1,6.97,7.04,4-4-2,4-1-4-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; Serginho; R. Mejía; J. Campuzano; B. Sainz; B. Kuwas; R. Bajić,S. Kırıntılı; S. Popov; I. Sackey; (c) T. Glumac; O. Atasayar; K. K. Yılmaz; Geraldo; D. Avounou; O. Gürbulak; V. Gheorghe; M. U. Nayir
22/23,Round 18,08/01/23,Ankaragücü,Kayserispor,2,1,6.98,6.65,4-1-4-1,4-1-4-1,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Marlon; L. Diack; G. Beridze; T. Antalyalı; (c) T. Ciğerci; E. Kılınç; A. Sowe,B. Bayazit; O. Bulut; D. Kolovetsios; A. Kocaman; L. Carole; Campanharo; G. Sazdağı; O. Kemen; M. Cardoso; C. Mané; (c) İ. Parlak
22/23,Round 18,08/01/23,Fenerbahçe,Galatasaray,0,3,6.48,7.1,3-4-2-1,4-2-3-1,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; B. Osayi-Samuel; M. Crespo; Willian Arão; F. Kadıoğlu; D. Rossi; J. King; M. Batshuayi,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; L. Dubois; S. Oliveira; B. Kutlu; M. Rashica; D. Mertens; K. Aktürkoğlu; B. A. Yılmaz
22/23,Round 18,09/01/23,Başakşehir,Adana DS,2,1,6.86,6.81,4-1-4-1,4-2-2-2,V. Babacan; Ö. A. Şahiner; L. Duarte; A. Touba; L. Lima; (c) M. Tekdemir; D. Türüç; Y. Ndayishimiye; B. Özcan; S. Gürler; S. Okaka,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; Y. Sarı; H. Onyekuru; Y. Belhanda; E. Akbaba
22/23,Round 18,09/01/23,Alanyaspor,Trabzonspor,5,0,7.14,6.46,3-4-2-1,4-1-4-1,R. Rúnarsson; F. Aksoy; F. Bayır; J. Balkovec; Z. Ferhat; U. Güneş; A. Lusamba; P. Pereira; (c) E. Karaca; E. Bekiroğlu; A. Hassan,(c) U. Çakır; J. Stryger Larsen; J. Gbamin; V. Hugo; E. Elmalı; M. Siopis; M. Trézéguet; A. Ömür; A. Bakasetas; N. Ünüvar; U. Bozok
22/23,Round 18,09/01/23,İstanbulspor,Gaziantep,1,1,6.75,6.79,4-2-3-1,4-2-3-1,D. Jensen; D. Duhaney; M. Yeşil; O. Erdoğan; T. D. Aksu; M. Kabasakal; M. Sarıkaya; E. K. Gültekin; J. Topalli; V. Ethemi; (c) İ. Yilmaz,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; H. I. Pehlivan; M. Jevtović; A. Merkel; Á. Sagal; F. Soyalp; V. Veliu; J. Figueiredo
22/23,Round 17,03/01/23,Ümraniyespor,Hatayspor,2,2,6.62,6.69,4-3-3,4-2-3-1,S. Kırıntılı; S. Popov; Allyson; (c) T. Glumac; O. Atasayar; O. Gürbulak; I. Sackey; D. Avounou; V. Gheorghe; M. U. Nayir; Y. D. Valle,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; S. Falette; K. Kanak; O. Ergün; R. Aabid; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; B. Yıldırım
22/23,Round 17,03/01/23,Antalyaspor,Fenerbahçe,1,2,6.79,6.67,3-4-1-2,4-4-2,M. A. Uysal; (c) V. Sarı; Ö. Toprak; C. Sertel; B. Balcı; Fernando; U. Akyol; G. Vural; Fredy; L. Adriano; H. Wright,(c) A. Bayındır; B. Osayi-Samuel; S. Aziz; A. Szalai; F. Kadıoğlu; D. Rossi; Willian Arão; M. Crespo; Lincoln; M. Batshuayi; J. King
22/23,Round 17,04/01/23,Kasımpaşa,Alanyaspor,4,1,7.06,6.56,3-4-3,3-4-2-1,E. Taşkıran; (c) T. Serbest; R. Donk; Y. Özcan; F. Hadergjonaj; A. Kara; V. Eysseric; A. Engin; M. B. Ouanes; H. Hajradinović; M. Fall,R. Rúnarsson; F. Bayır; L. Fer; F. Aksoy; D. Candeias; U. Güneş; A. Lusamba; Y. Özdemir; (c) E. Karaca; I. Cavaleiro; A. Hassan
22/23,Round 17,04/01/23,Kayserispor,Karagümrük,2,4,6.54,6.73,3-4-1-2,4-3-3,B. Bayazit; M. Hosseini; D. Kolovetsios; L. Carole; O. Bulut; A. Karimi; (c) B. Mensah; M. Cardoso; O. Kemen; M. Pektemek; M. Gavranović,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; J. Kouassi; M. Diagne; (c) F. Borini
22/23,Round 17,04/01/23,Galatasaray,Ankaragücü,2,1,6.99,6.6,4-2-3-1,4-1-4-1,(c) F. Muslera; L. Dubois; V. Nelsson; A. Bardakcı; P. v. Aanholt; B. Kutlu; F. Midtsjø; B. A. Yılmaz; D. Mertens; M. Rashica; B. Gomis,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Marlon; L. Diack; E. Kılınç; T. Antalyalı; (c) G. Zahid; A. Chatzigiovanis; A. Sowe
22/23,Round 17,04/01/23,Konyaspor,Sivasspor,2,2,6.71,6.81,4-4-2,4-3-3,E. Erentürk; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. d. Silva; (c) A. Hadžiahmetović; B. Paz; K. Michalak; M. Demir; M. B. Diouf,A. Ş. Vural; R. Yalçın; D. Goutas; C. Osmanpaşa; (c) Z. Erdal; H. Arslan; K. Keïta; F. Ulvestad; C. N'Jie; K. Angielski; M. Gradel
22/23,Round 17,05/01/23,Gaziantep,Başakşehir,1,1,6.83,7.0,4-2-3-1,4-1-4-1,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; H. I. Pehlivan; M. Jevtović; A. Merkel; M. Eskihellaç; A. Maxim; V. Veliu; J. Figueiredo,(c) V. Babacan; Ö. A. Şahiner; L. Duarte; A. Touba; L. Lima; Y. Ndayishimiye; D. Türüç; D. Aleksić; B. Özcan; S. Gürler; S. Okaka
22/23,Round 17,05/01/23,Adana DS,İstanbulspor,6,0,7.36,6.2,4-4-2,4-1-4-1,E. Özbir; J. Svensson; J. Manev; S. Güler; K. Rodrigues; Y. Sarı; (c) G. Inler; B. Ndiaye; H. Onyekuru; Y. Belhanda; F. Gulbrandsen,D. Jensen; D. Duhaney; M. Ologo; O. Erdoğan; T. D. Aksu; M. Kabasakal; E. K. Gültekin; M. Sarıkaya; (c) E. Rroca; V. Ethemi; İ. Yilmaz
22/23,Round 17,05/01/23,Trabzonspor,Giresunspor,3,0,7.06,6.66,4-1-4-1,4-3-3,(c) U. Çakır; J. Stryger Larsen; J. Gbamin; V. Hugo; E. Elmalı; M. Siopis; A. Ömür; A. Bakasetas; E. Bardhi; M. Trézéguet; M. Gómez,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; G. Sağlam; J. Campuzano; R. Mejía; B. Kuwas; R. Bajić; Serginho
22/23,Round 16,27/12/22,Başakşehir,Antalyaspor,2,0,6.95,6.46,4-1-4-1,4-2-3-1,V. Babacan; Ş. Özbayraklı; Y. Ndayishimiye; L. Duarte; L. Lima; (c) M. Tekdemir; S. Gürler; D. Aleksić; B. Özcan; M. Chouiar; S. Okaka,M. A. Uysal; B. Balcı; Ö. Toprak; (c) F. Kudryashov; C. Sertel; U. Akyol; S. Aydoğdu; G. Bayrakdar; L. Adriano; H. Ghacha; H. Wright
22/23,Round 16,27/12/22,Ankaragücü,Ümraniyespor,1,2,6.79,6.93,4-1-4-1,4-3-3,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; (c) T. Ciğerci; E. Kılınç; G. Zahid; Pedrinho; Jesé; A. Sowe,S. Kırıntılı; S. Popov; Allyson; (c) T. Glumac; O. Atasayar; S. Göksu; I. Sackey; D. Avounou; Geraldo; M. U. Nayir; Y. D. Valle
22/23,Round 16,27/12/22,Fenerbahçe,Hatayspor,4,0,7.25,6.44,4-4-2,4-2-3-1,(c) A. Bayındır; B. Osayi-Samuel; Gustavo Henrique; A. Szalai; F. Kadıoğlu; İ. C. Kahveci; M. Zajc; Willian Arão; D. Rossi; M. Batshuayi; J. King,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; S. Adekugbe; O. Ergün; R. Aabid; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; Z. Luís
22/23,Round 16,28/12/22,Alanyaspor,Kayserispor,3,1,6.97,6.59,3-4-2-1,3-4-1-2,R. Rúnarsson; F. Bayır; L. Fer; F. Aksoy; D. Candeias; U. Güneş; A. Lusamba; Y. Özdemir; (c) E. Karaca; I. Cavaleiro; A. Hassan,B. Bayazit; O. Bulut; D. Kolovetsios; L. Carole; G. Sazdağı; Campanharo; (c) B. Mensah; M. Cardoso; R. Civelek; E. Başsan; M. Gavranović
22/23,Round 16,28/12/22,İstanbulspor,Kasımpaşa,2,1,6.86,6.69,4-1-4-1,4-2-3-1,D. Jensen; D. Duhaney; M. Ologo; O. Erdoğan; T. D. Aksu; M. Kabasakal; E. K. Gültekin; M. Sarıkaya; (c) E. Rroca; V. Ethemi; İ. Yilmaz,E. Taşkıran; F. Hadergjonaj; J. Bruma; (c) T. Serbest; R. Petretta; M. Tirpan; V. Eysseric; M. Fall; B. Celina; M. B. Ouanes; B. Koita
22/23,Round 16,28/12/22,Karagümrük,Trabzonspor,4,1,7.02,6.54,4-3-3,4-1-4-1,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; O. Shukurov; M. Ricci; M. Ozdoev; E. Colley; M. Diagne; (c) F. Borini,(c) U. Çakır; H. Türkmen; M. Bartra; V. Hugo; E. Elmalı; M. Siopis; E. Višća; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez
22/23,Round 16,29/12/22,Giresunspor,Gaziantep,2,1,6.9,6.76,4-2-2-2,4-2-3-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; G. Sağlam; R. Mejía; Serginho; B. Sainz; R. Bajić; B. Kuwas,(c) G. Güvenç; S. Kitsiou; A. Kızıldağ; P. Djilobodji; M. Hanousek; F. Soyalp; A. Merkel; M. Eskihellaç; A. Maxim; V. Veliu; J. Figueiredo
22/23,Round 16,29/12/22,Sivasspor,Galatasaray,1,2,6.84,6.76,4-3-3,4-2-3-1,A. Ş. Vural; R. Yalçın; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; D. Saba; K. Keïta; F. Ulvestad; A. Musa; M. Yatabaré; E. Yeşilyurt,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; P. v. Aanholt; B. Kutlu; S. Oliveira; M. Rashica; D. Mertens; K. Aktürkoğlu; B. Gomis
22/23,Round 16,29/12/22,Beşiktaş,Adana DS,1,0,7.2,6.71,4-2-3-1,4-4-2,M. Günok; V. Rosier; Welinton; T. T. Sanuç; A. Masuaku; S. Uçan; (c) Souza; C. Tosun; G. Fernandes; G. N'Koudou; W. Weghorst,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; F. Gulbrandsen; (c) B. Stambouli; B. Ndiaye; H. Onyekuru; E. Akbaba; Y. Belhanda
22/23,Round 15,23/12/22,Antalyaspor,Ankaragücü,0,2,6.56,7.1,4-2-3-1,4-1-4-1,M. A. Uysal; B. Balcı; (c) V. Sarı; Ö. Toprak; G. Vural; Fernando; U. Akyol; H. Ghacha; L. Adriano; S. Larsson; H. Wright,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; (c) T. Ciğerci; E. Kılınç; T. Antalyalı; Pedrinho; G. Beridze; A. Sowe
22/23,Round 15,23/12/22,Ümraniyespor,Başakşehir,1,3,6.64,6.9,4-3-3,4-1-4-1,S. Kırıntılı; S. Popov; Allyson; M. Eser; O. Atasayar; (c) S. Göksu; I. Sackey; D. Avounou; Geraldo; M. U. Nayir; Y. D. Valle,V. Babacan; Ş. Özbayraklı; Y. Ndayishimiye; A. Touba; L. Lima; (c) M. Tekdemir; S. Gürler; D. Aleksić; B. Özcan; M. Chouiar; S. Okaka
22/23,Round 15,24/12/22,Hatayspor,Giresunspor,1,1,6.96,6.71,4-2-3-1,4-2-2-2,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; S. Adekugbe; O. Ergün; M. Çağıran; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; Z. Luís,(c) O. Piri; H. Bilazer; G. Sağlam; K. Seven; A. Uludağ; R. Mejía; J. Campuzano; Serginho; B. Sainz; R. Bajić; B. Kuwas
22/23,Round 15,24/12/22,Kasımpaşa,Sivasspor,1,2,6.69,6.85,4-3-3,5-3-2,E. Taşkıran; F. Hadergjonaj; J. Bruma; D. Graovac; R. Petretta; (c) H. Hajradinović; M. Tirpan; A. Kara; M. Fall; B. Koita; M. B. Ouanes,A. Ş. Vural; E. Yeşilyurt; C. Osmanpaşa; D. Goutas; S. Camara; (c) U. Çiftçi; F. Ulvestad; R. Yalçın; C. Charisis; M. Yatabaré; D. Saba
22/23,Round 15,24/12/22,Trabzonspor,Fenerbahçe,2,0,7.12,6.5,4-1-4-1,3-4-2-1,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; M. Siopis; E. Višća; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez,(c) A. Bayındır; S. Aziz; Gustavo Henrique; A. Szalai; B. Osayi-Samuel; M. Crespo; Willian Arão; F. Kadıoğlu; İ. C. Kahveci; J. King; M. Batshuayi
22/23,Round 15,25/12/22,Adana DS,Karagümrük,2,1,6.94,6.64,4-2-3-1,4-2-3-1,E. Özbir; J. Svensson; S. Akaydın; S. Güler; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; D. Babajide; E. Akbaba; H. Onyekuru; F. Gulbrandsen,B. A. Şen; D. Biraschi; R. Baniya; I. Drešević; M. Mercan; M. Ricci; M. Ozdoev; E. Colley; O. Shukurov; (c) F. Borini; M. Diagne
22/23,Round 15,25/12/22,Gaziantep,Beşiktaş,1,1,6.71,6.87,4-2-3-1,4-2-3-1,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; M. Hanousek; M. Jevtović; A. Merkel; M. Eskihellaç; F. Soyalp; A. Maxim; J. Figueiredo,M. Günok; V. Rosier; Welinton; T. T. Sanuç; U. Meraş; N. Uysal; (c) A. Hutchinson; C. Tosun; G. Fernandes; G. N'Koudou; W. Weghorst
22/23,Round 15,25/12/22,Konyaspor,Alanyaspor,2,2,6.77,6.72,4-1-4-1,3-4-1-2,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; A. Hadžiahmetović; K. Michalak; D. Pavičić; S. Dikmen; Z. Bytyqi; M. Demir,R. Rúnarsson; (c) F. Aksoy; L. Fer; F. Bayır; P. Pereira; U. Güneş; A. Lusamba; Z. Ferhat; E. Bekiroğlu; A. Hassan; O. Aydın
22/23,Round 15,25/12/22,Galatasaray,İstanbulspor,2,1,6.75,6.81,4-2-3-1,4-1-4-1,O. Kocuk; S. Boey; V. Nelsson; A. Bardakcı; K. Karataş; L. Torreira; F. Midtsjø; M. Rashica; D. Mertens; K. Aktürkoğlu; (c) B. Gomis,D. Jensen; D. Duhaney; M. Ologo; O. Erdoğan; T. D. Aksu; M. Kabasakal; J. Topalli; M. Sarıkaya; (c) E. Rroca; V. Ethemi; İ. Yilmaz
22/23,Round 14,11/11/22,Alanyaspor,Adana DS,0,0,6.99,6.73,5-4-1,4-2-2-2,R. Rúnarsson; P. Pereira; F. Aksoy; L. Fer; J. Balkovec; Y. Özdemir; (c) E. Karaca; U. Güneş; I. Doumbia; O. Aydın; A. Hassan,E. Özbir; J. Svensson; S. Akaydın; Y. Rakitskyi; K. Rodrigues; B. Ndiaye; (c) B. Stambouli; D. Babajide; F. Gulbrandsen; E. Akbaba; Y. Belhanda
22/23,Round 14,11/11/22,Ankaragücü,Trabzonspor,1,1,6.66,6.74,4-3-3,4-2-3-1,B. H. Güngördü; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; T. Antalyalı; (c) T. Ciğerci; Pedrinho; E. Kılınç; A. Sowe; G. Beridze,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; J. Gbamin; M. Hamšík; A. Ömür; Y. Yazıcı; E. Bardhi; M. Gómez
22/23,Round 14,12/11/22,Sivasspor,Ümraniyespor,2,2,6.82,6.81,4-2-3-1,4-3-3,A. Ş. Vural; E. Yeşilyurt; D. Goutas; C. Osmanpaşa; (c) Z. Erdal; R. Yalçın; F. Ulvestad; C. N'Jie; D. Saba; M. Gradel; M. Yatabaré,O. Özdemir; S. Popov; Allyson; (c) T. Glumac; O. Atasayar; S. Göksu; I. Sackey; D. Avounou; Geraldo; M. U. Nayir; Y. D. Valle
22/23,Round 14,12/11/22,Fenerbahçe,Giresunspor,1,2,6.59,6.74,4-1-3-2,4-2-3-1,(c) A. Bayındır; F. Kadıoğlu; S. Aziz; A. Szalai; E. Alioski; Willian Arão; İ. C. Kahveci; M. Zajc; D. Rossi; João Pedro Galvão; Enner Valencia,(c) O. Piri; G. Sağlam; R. Arias; A. Pérez; A. Uludağ; R. Mejía; J. Campuzano; B. Kuwas; Serginho; B. Sainz; R. Bajić
22/23,Round 14,12/11/22,Başakşehir,Galatasaray,0,7,6.14,7.26,4-1-4-1,4-2-3-1,M. Şengezer; J. Caiçara; L. Duarte; Y. Ndayishimiye; H. A. Kaldırım; L. Biglia; B. Traoré; (c) M. Tekdemir; B. Özcan; M. Chouiar; P. P. Keny,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; E. Taşdemir; L. Torreira; S. Oliveira; M. Rashica; D. Mertens; K. Aktürkoğlu; M. Icardi
22/23,Round 14,13/11/22,Karagümrük,Gaziantep,3,3,6.9,6.88,4-2-3-1,3-4-3,(c) E. Viviano; S. Dursun; R. Baniya; I. Drešević; D. Biraschi; J. Durmaz; A. Lawrence; E. Colley; M. Ozdoev; J. Kouassi; F. Borini,(c) G. Güvenç; A. Kızıldağ; E. Ersoy; A. Toșca; S. Kitsiou; A. Merkel; M. Jevtović; M. Hanousek; Á. Sagal; J. Figueiredo; A. Maxim
22/23,Round 14,13/11/22,İstanbulspor,Hatayspor,0,1,6.81,6.93,4-3-3,4-2-3-1,D. Jensen; O. Berber; M. Ologo; M. Yeşil; T. D. Aksu; M. Kabasakal; O. Erdoğan; (c) E. Rroca; J. Topalli; İ. Yilmaz; V. Ethemi,E. Kardeşler; (c) K. A. Çörekçi; R. B. Yılmaz; B. Öksüz; S. Adekugbe; O. Ergün; R. Aabid; A. E. Kaabi; R. Ribeiro; K. Kanak; Z. Luís
22/23,Round 14,13/11/22,Kayserispor,Konyaspor,1,2,6.73,6.67,4-1-4-1,4-1-4-1,B. Bayazit; O. Bulut; M. Hosseini; D. Kolovetsios; L. Carole; Campanharo; E. Başsan; O. Kemen; (c) B. Mensah; M. Thiam; M. Gavranović,(c) I. Šehić; A. Oğuz; U. Yazğılı; F. Calvo; G. H. Sityá; A. Hadžiahmetović; K. Michalak; S. Dikmen; B. Paz; Z. Bytyqi; M. B. Diouf
22/23,Round 14,26/02/23,Beşiktaş,Antalyaspor,0,0,7.13,6.76,4-2-3-1,4-2-4,M. Günok; V. Rosier; T. T. Sanuç; R. Saiss; U. Meraş; S. Uçan; G. Fernandes; N. Redmond; D. Alli; (c) C. Tosun; J. Muleka,A. Dadakdeniz; S. Floranus; (c) V. Sarı; Ö. Toprak; G. Vural; B. Balcı; Fernando; A. Ndao; Fredy; A. Mehmedi; H. Ghacha
22/23,Round 13,04/11/22,Kasımpaşa,Ankaragücü,1,1,6.86,6.61,4-4-1-1,4-2-3-1,E. Taşkıran; (c) F. Hadergjonaj; D. Graovac; R. Donk; R. Petretta; M. Fall; M. Tirpan; A. Kara; A. Engin; B. Celina; A. S. Demirel,G. Akkan; K. Malcuit; U. Radaković; N. Mujakić; Y. Güreler; T. Antalyalı; (c) T. Ciğerci; G. Beridze; Pedrinho; Jesé; A. Sowe
22/23,Round 13,04/11/22,Ümraniyespor,Alanyaspor,3,1,6.91,6.54,4-3-3,4-3-3,O. Özdemir; S. Popov; Allyson; (c) T. Glumac; O. Atasayar; S. Göksu; I. Sackey; D. Avounou; Geraldo; M. U. Nayir; Y. D. Valle,R. Rúnarsson; P. Pereira; F. Bayır; F. Aksoy; J. Balkovec; (c) E. Karaca; I. Doumbia; L. Fer; O. Aydın; A. Hassan; W. Eduardo
22/23,Round 13,05/11/22,Giresunspor,İstanbulspor,3,2,6.89,6.31,4-2-3-1,4-1-4-1,(c) O. Piri; T. Ülvan; R. Arias; A. Pérez; A. Uludağ; J. Campuzano; R. Mejía; Serginho; G. Sağlam; B. Sainz; R. Bajić,D. Jensen; O. Berber; O. Erdoğan; A. Mehremić; A. Yaşar; M. Kabasakal; J. Topalli; (c) E. Rroca; M. Sarıkaya; V. Ethemi; İ. Yilmaz
22/23,Round 13,05/11/22,Galatasaray,Beşiktaş,2,1,6.95,6.77,4-2-3-1,4-3-3,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; E. Taşdemir; L. Torreira; S. Oliveira; B. A. Yılmaz; D. Mertens; M. Rashica; M. Icardi,M. Günok; V. Rosier; T. T. Sanuç; R. Saiss; U. Meraş; S. Uçan; (c) Souza; G. Fernandes; C. Tosun; W. Weghorst; G. N'Koudou
22/23,Round 13,06/11/22,Gaziantep,Kayserispor,1,2,6.85,6.79,3-4-3,4-1-4-1,(c) G. Güvenç; E. Ersoy; M. Jevtović; P. Djilobodji; S. Kitsiou; F. Soyalp; A. Merkel; M. Hanousek; Á. Sagal; J. Figueiredo; A. Maxim,B. Bayazit; O. Bulut; D. Kolovetsios; M. Hosseini; L. Carole; Campanharo; G. Sazdağı; O. Kemen; (c) B. Mensah; M. Cardoso; M. Gavranović
22/23,Round 13,06/11/22,Antalyaspor,Karagümrük,4,2,6.91,6.67,5-4-1,4-3-3,M. A. Uysal; B. Balcı; (c) V. Sarı; C. Luyindama; F. Kudryashov; G. Vural; S. Nakajima; Fernando; U. Akyol; S. Larsson; H. Wright,(c) E. Viviano; D. Biraschi; R. Baniya; I. Drešević; C. Erkin; J. Durmaz; O. Shukurov; M. Ozdoev; E. Colley; M. Diagne; J. Kouassi
22/23,Round 13,06/11/22,Trabzonspor,Konyaspor,2,2,6.88,6.65,4-2-3-1,4-1-4-1,(c) U. Çakır; H. Türkmen; M. Bartra; V. Hugo; S. Denswil; J. Gbamin; M. Hamšík; A. Ömür; A. Bakasetas; M. Trézéguet; M. Gómez,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; B. Paz; K. Michalak; S. Dikmen; A. Hadžiahmetović; Z. Bytyqi; M. B. Diouf
22/23,Round 13,07/11/22,Fenerbahçe,Sivasspor,1,0,6.82,6.64,4-1-3-2,4-2-3-1,(c) A. Bayındır; F. Kadıoğlu; S. Aziz; A. Szalai; E. Alioski; Willian Arão; İ. C. Kahveci; M. Crespo; E. Mor; Enner Valencia; M. Batshuayi,A. Ş. Vural; R. Yalçın; A. Appindangoyé; C. Osmanpaşa; (c) Z. Erdal; K. Keïta; F. Ulvestad; E. Yeşilyurt; D. Saba; M. Gradel; M. Yatabaré
22/23,Round 13,07/11/22,Hatayspor,Başakşehir,3,3,6.71,6.59,4-2-3-1,4-1-4-1,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; B. Öksüz; S. Adekugbe; O. Ergün; R. Aabid; A. E. Kaabi; R. Ribeiro; K. Kanak; B. Yıldırım,(c) V. Babacan; Ö. A. Şahiner; L. Duarte; A. Touba; H. A. Kaldırım; Y. Ndayishimiye; D. Türüç; D. Aleksić; B. Özcan; M. Chouiar; S. Okaka
