Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
21/22,Round 25,14/02/22,Hatayspor,Göztepe,2,1,6.93,6.67,4-2-3-1,3-4-2-1,M. Mohamedi; K. A. Çörekçi; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; R. Ribeiro; A. E. Kaabi; Y. Benzia; Kahraba; (c) M. B. Diouf,İ. C. Eğribayat; A. Çankaya; W. Ángel; K. Demirtaş; M. Paluli; A. Kara; S. Aydoğdu; F. Moubandje; D. Tijanič; (c) H. Akbunar; F. Di Santo
21/22,Round 24,04/02/22,Kayserispor,Hatayspor,4,3,6.71,6.59,4-4-2,4-2-3-1,S. Lung Jr.; O. Bulut; (c) U. Demirok; M. Çetin; L. Carole; E. Başsan; İ. Akdağ; A. Parmak; C. Mané; M. Gavranović; A. Bertolacci,M. Mohamedi; K. A. Çörekçi; I. Sackey; B. Öksüz; E. Kaplan; O. Ergün; M. Boudjemaa; S. Lobjanidze; A. Traoré; D. Saint-Louis; (c) M. B. Diouf
21/22,Round 24,04/02/22,Konyaspor,Giresunspor,1,0,6.99,6.8,4-2-3-1,4-2-3-1,E. Ersu; N. Skubic; A. Demirbağ; (c) A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; A. Rahmanović; A. d. Silva; A. Hassan,O. Kocuk; (c) Z. Yavru; M. Diarra; A. Pérez; A. Behich; H. Traoré; Flávio; M. S. Suleymanov; F. Diabaté; Serginho; M. U. Nayir
21/22,Round 24,05/02/22,Gaziantep,Sivasspor,5,1,7.07,6.37,3-4-1-2,4-1-4-1,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; S. Kitsiou; F. Soyalp; A. Vetrih; H. I. Pehlivan; A. Maxim; J. Figueiredo; M. Demir,A. Ş. Vural; K. Altınay; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; I. Cofie; E. Yeşilyurt; K. A. Kesgin; F. Fajr; P. Henrique; M. Yatabaré
21/22,Round 24,05/02/22,Karagümrük,Yeni Malatyaspor,1,0,7.03,7.01,4-1-4-1,4-5-1,E. Viviano; S. Dursun; D. Biraschi; D. Luckassen; C. Erkin; (c) L. Biglia; E. Mor; K. Bistrović; A. Touré; A. Musa; F. Borini,E. Özbir; M. Zeffane; (c) S. Çiftpınar; G. Campi; K. Hafez; M. Eskihellaç; G. Donsah; O. Azubuike; R. Aabid; M. Chouiar; N. Dicko
21/22,Round 24,05/02/22,Trabzonspor,Kasımpaşa,1,0,7.02,6.68,4-2-3-1,4-1-4-1,(c) U. Çakır; B. Peres; S. Denswil; V. Hugo; T. Puchacz; D. Toköz; M. Siopis; E. Višća; A. Ömür; A. N. Nwakaeme; A. Cornelius,(c) E. Taşkıran; F. Hadergjonaj; T. Serbest; T. Břečka; E. Elmalı; D. Haspolat; M. B. Ouanes; H. Hajradinović; M. Trávník; A. Engin; U. Bozok
21/22,Round 24,05/02/22,Fenerbahçe,Başakşehir,0,1,6.81,7.08,4-2-3-1,4-1-4-1,B. Özer; N. Sangaré; M. Kim; A. Szalai; F. Kadıoğlu; (c) J. Sosa; M. Crespo; B. Osayi-Samuel; İ. C. Kahveci; D. Pelkas; M. Berisha,(c) V. Babacan; J. Caiçara; L. Duarte; Y. Ndayishimiye; H. A. Kaldırım; T. Ciğerci; D. Türüç; D. Aleksić; B. Özcan; N. Chadli; S. Okaka
21/22,Round 24,06/02/22,Alanyaspor,Galatasaray,1,1,6.83,6.68,4-1-4-1,4-2-3-1,Marafona; Juanfran; F. Bayır; F. Aksoy; C. Borja; J. Novais; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; D. Candeias; W. Eduardo,I. Peña; (c) Ö. Bayram; V. Nelsson; Marcão; P. v. Aanholt; B. Kutlu; T. Antalyalı; E. Kılınç; A. Cicâldău; K. Aktürkoğlu; R. Babel
21/22,Round 24,06/02/22,Rizespor,Adana DS,1,3,6.83,6.99,4-4-2,4-4-2,Z. Görgen; (c) G. Gönül; S. Ay; S. Holmén; C. Sertel; F. Boldrin; F. Baiano; E. Sabo; A. Potuk; D. Hümmet; J. Pohjanpalo,A. Murić; J. Svensson; T. T. Sanuç; S. Deli; K. Kanak; Y. Akgün; (c) G. Inler; B. Stambouli; M. Vargas; B. Bjarnason; M. Balotelli
21/22,Round 24,06/02/22,Beşiktaş,Antalyaspor,0,0,6.96,6.86,3-4-2-1,4-2-3-1,E. Destanoğlu; (c) N. Uysal; D. Vida; F. Montero; V. Rosier; M. Pjanić; C. Bozdoğan; R. Yılmaz; A. Teixeira; E. İlkhan; M. Batshuayi,R. Boffin; B. Balcı; (c) V. Sarı; Naldo; G. Vural; A. Poli; Fernando; A. Ndao; Fredy; D. Sinik; L. Adriano
21/22,Round 24,06/02/22,Göztepe,Altay,0,2,6.84,6.94,3-4-2-1,4-3-3,İ. C. Eğribayat; D. Arslanagić; A. Nukan; W. Ángel; K. Alıcı; O. Nwobodo; S. Aydoğdu; B. Emir; C. Ndiaye; (c) H. Akbunar; F. Di Santo,M. Lis; T. Ünlü; E. Björkander; M. Akça; (c) Ö. Özkaya; Z. Yildirim; Thaciano; M. Rodríguez; L. Kappel; D. Kadah; K. Karataş
21/22,Round 23,22/01/22,Yeni Malatyaspor,Beşiktaş,1,1,6.8,6.94,5-4-1,4-1-4-1,E. Özbir; M. Zeffane; (c) S. Çiftpınar; S. Kaya; P. G. Awuku; K. Hafez; M. Eskihellaç; O. Azubuike; R. Aabid; M. Chouiar; N. Dicko,E. Destanoğlu; V. Rosier; (c) N. Uysal; D. Vida; R. Yılmaz; M. Pjanić; R. Ghezzal; Souza; A. Teixeira; K. Karaman; M. Batshuayi
21/22,Round 23,22/01/22,Adana DS,Karagümrük,5,0,7.37,6.34,4-4-2,4-2-3-1,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; K. Kanak; Y. Akgün; (c) G. Inler; B. Stambouli; M. Vargas; Y. Belhanda; B. Assombalonga,E. Viviano; S. Dursun; D. Biraschi; B. Bekaroğlu; J. Balkovec; K. Bistrović; (c) L. Biglia; E. Mor; J. Durmaz; Y. Karamoh; F. Borini
21/22,Round 23,22/01/22,Sivasspor,Fenerbahçe,1,1,6.76,6.86,4-1-4-1,4-4-2,A. Ş. Vural; A. Oğuz; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; Ö. Yigiter; E. Yeşilyurt; K. Altınay; I. Cofie; P. Henrique; M. Yatabaré,B. Özer; N. Sangaré; (c) S. Aziz; M. Kim; F. Novák; B. Osayi-Samuel; M. Zajc; M. Crespo; Enner Valencia; İ. C. Kahveci; S. Dursun
